"Hole Cards: ['5h', '4c'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['Th', '6h'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['Th', '6h'], Flop Cards: ['Qs', '7h', '9c'], Turn Card: , River Card:  Actions: 100:::","[1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['Jh', '2c'], Flop Cards: ['Qs', '7h', '9c'], Turn Card: , River Card:  Actions: 100:0::","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['Th', '6h'], Flop Cards: ['Qs', '7h', '9c'], Turn Card: Kh, River Card:  Actions: 100:0,0::","[1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['Jh', '2c'], Flop Cards: ['Qs', '7h', '9c'], Turn Card: Kh, River Card:  Actions: 100:0,0:0:","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['Th', '6h'], Flop Cards: ['Qs', '7h', '9c'], Turn Card: Kh, River Card: Qc Actions: 100:0,0:0,0:","[1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['Jh', '2c'], Flop Cards: ['Qs', '7h', '9c'], Turn Card: Kh, River Card: Qc Actions: 100:0,0:0,0:0","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['Th', '6h'], Flop Cards: ['Qs', '7h', '9c'], Turn Card: Kh, River Card: Qc Actions: 100:0,0:0,0:0,100","[0.0, 0.0, 1.0, 0.0]"
"Hole Cards: ['Jh', '2c'], Flop Cards: ['Qs', '7h', '9c'], Turn Card: Kh, River Card: Qc Actions: 100:0,0:0,0:0,100,200","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
"Hole Cards: ['5h', 'Jh'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['As', 'Qc'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 0.0, 0.0, 1.0]"
"Hole Cards: ['8s', '8d'], Flop Cards: , Turn Card: , River Card:  Actions: 400:::","[0.5, 0.5]"
"Hole Cards: ['6d', 'Ad'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['Jh', '3s'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['Jh', '3s'], Flop Cards: ['8s', '6s', '2s'], Turn Card: , River Card:  Actions: 100:::","[0.0, 0.0, 1.0, 0.0]"
"Hole Cards: ['Ks', '2h'], Flop Cards: ['8s', '6s', '2s'], Turn Card: , River Card:  Actions: 100:200::","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
"Hole Cards: ['6h', 'Kh'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['8c', 'Qs'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['8c', 'Qs'], Flop Cards: ['Th', 'Kd', '4h'], Turn Card: , River Card:  Actions: 100:::","[0.0, 0.0, 0.0, 1.0]"
"Hole Cards: ['4c', '6s'], Flop Cards: ['Th', 'Kd', '4h'], Turn Card: , River Card:  Actions: 100:300::","[0.5, 0.5]"
"Hole Cards: ['Jc', 'Th'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['6d', '3d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 1.0, 0.0, 0.0]"
"Hole Cards: ['Tc', '8s'], Flop Cards: , Turn Card: , River Card:  Actions: 200:::","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['3c', '6s'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['3s', 'Qc'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 1.0, 0.0, 0.0]"
"Hole Cards: ['8c', '2h'], Flop Cards: , Turn Card: , River Card:  Actions: 200:::","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['Ks', '5d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['8d', 'As'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 0.0, 0.0, 1.0]"
"Hole Cards: ['Td', '7d'], Flop Cards: , Turn Card: , River Card:  Actions: 400:::","[0.5, 0.5]"
"Hole Cards: ['9s', '2c'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['Qh', '2d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['Qh', '2d'], Flop Cards: ['3c', 'Ad', 'Ks'], Turn Card: , River Card:  Actions: 100:::","[1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['3h', 'Kc'], Flop Cards: ['3c', 'Ad', 'Ks'], Turn Card: , River Card:  Actions: 100:0::","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['Qh', '2d'], Flop Cards: ['3c', 'Ad', 'Ks'], Turn Card: Qd, River Card:  Actions: 100:0,0::","[0.0, 0.0, 1.0, 0.0]"
"Hole Cards: ['3h', 'Kc'], Flop Cards: ['3c', 'Ad', 'Ks'], Turn Card: Qd, River Card:  Actions: 100:0,0:200:","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
"Hole Cards: ['Td', '8h'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['7h', 'Qs'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 1.0, 0.0, 0.0]"
"Hole Cards: ['8s', 'Ad'], Flop Cards: , Turn Card: , River Card:  Actions: 200:::","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['5s', 'Th'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['5c', '3d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 0.0, 0.0, 1.0]"
"Hole Cards: ['8s', 'Tc'], Flop Cards: , Turn Card: , River Card:  Actions: 400:::","[0.5, 0.5]"
"Hole Cards: ['7h', '7c'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['Jc', 'Ks'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 1.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['Jc', 'Ks'], Flop Cards: ['Qc', '5d', '3c'], Turn Card: , River Card:  Actions: 100:::","[0.0, 0.0, 0.0, 1.0]"
"Hole Cards: ['Qh', 'Td'], Flop Cards: ['Qc', '5d', '3c'], Turn Card: , River Card:  Actions: 100:300::","[0.5, 0.5]"
"Hole Cards: ['Qc', 'As'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['7d', '3s'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 1.0, 0.0, 0.0]"
"Hole Cards: ['4d', 'Kh'], Flop Cards: , Turn Card: , River Card:  Actions: 200:::","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['3d', '5s'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['As', '2c'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['5d', '4d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 1.0, 0.0, 0.0]"
"Hole Cards: ['9h', '9c'], Flop Cards: , Turn Card: , River Card:  Actions: 200:::","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['9s', '4h'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['Jh', '5s'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[1.0, 0.0, 0.0, 0.0, 0.0]"
"Hole Cards: ['Ah', '9d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['2c', '9d'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 0.0, 0.0, 1.0]"
"Hole Cards: ['6s', '9c'], Flop Cards: , Turn Card: , River Card:  Actions: 400:::","[0.5, 0.5]"
"Hole Cards: ['Kd', 'Qh'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['2s', 'As'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 1.0, 0.0, 0.0]"
"Hole Cards: ['7c', 'Tc'], Flop Cards: , Turn Card: , River Card:  Actions: 200:::","[0.25, 0.25, 0.25, 0.25]"
"Hole Cards: ['Ts', 'Ks'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['Tc', 'Kh'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 0.0, 0.0, 1.0]"
"Hole Cards: ['8s', '7s'], Flop Cards: , Turn Card: , River Card:  Actions: 400:::","[0.5, 0.5]"
"Hole Cards: ['9h', 'Qd'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['4h', '7c'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.0, 0.0, 0.0, 0.0, 1.0]"
"Hole Cards: ['3h', '4s'], Flop Cards: , Turn Card: , River Card:  Actions: 400:::","[0.5, 0.5]"
"Hole Cards: ['4c', '4s'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[0.2, 0.2, 0.2, 0.2, 0.2]"
"Hole Cards: ['Kh', 'Kc'], Flop Cards: , Turn Card: , River Card:  Actions: :::","[1.0, 0.0, 0.0, 0.0, 0.0]"
